item_type,item_age_years,item_condition,triage_action,user_age,app_sessions_per_month,distance_to_dropoff_km,points_redeemed_history,items_recycled_count
Peripherals,1.6,Good,Refurbish,28,22,2.2,6411,5
Monitor,2.8,Fair,Refurbish,56,9,8.9,6099,2
Tablet,5.3,Good,Recycle,43,12,5.2,9568,5
Peripherals,2.9,Fair,Recycle,54,22,8.6,4406,6
Monitor,10.6,Fair,Recycle,43,26,3.9,4135,7
Peripherals,2.3,Good,Refurbish,21,23,6.9,8026,7
Laptop,5.7,Broken,Recycle,43,5,13.1,4876,2
Laptop,7.5,Dead,Recycle,55,14,6.0,8772,4
Smartphone,8.5,Fair,Recycle,45,24,5.6,1993,5
Smartphone,4.9,Good,Refurbish,19,8,7.0,4525,2
Laptop,10.5,Good,Recycle,19,26,2.0,8648,9
Peripherals,7.0,Dead,Recycle,33,25,6.1,9643,9
Laptop,5.6,Fair,Recycle,40,28,0.6,203,10
Smartphone,1.3,Fair,Refurbish,40,22,7.8,4213,6
Laptop,5.8,Good,Refurbish,30,17,12.8,5923,2
Laptop,9.9,Fair,Refurbish,38,9,8.5,6365,1
Peripherals,7.6,Good,Recycle,56,3,9.3,4992,0
Monitor,10.1,Dead,Recycle,42,25,0.9,6206,9
Smartphone,6.2,Dead,Recycle,54,7,13.0,7501,0
Peripherals,1.9,Excellent,Refurbish,30,12,6.1,7459,3
Laptop,0.7,Fair,Refurbish,32,29,14.6,2192,5
Laptop,4.0,Good,Refurbish,45,3,2.2,5049,4
Monitor,8.5,Fair,Refurbish,20,9,14.2,2709,1
Smartphone,9.6,Dead,Recycle,40,14,9.7,9374,4
Smartphone,3.9,Fair,Refurbish,21,23,1.3,2828,10
Tablet,6.2,Good,Recycle,64,23,14.6,9150,4
Smartphone,5.3,Good,Refurbish,20,23,0.7,4074,9
Monitor,5.2,Broken,Recycle,56,18,11.1,5950,4
Tablet,3.2,Fair,Refurbish,25,11,13.4,68,4
Tablet,2.1,Fair,Refurbish,60,4,3.0,1637,0
Laptop,2.8,Good,Refurbish,42,26,5.5,5663,8
Laptop,1.1,Good,Refurbish,58,8,8.6,8393,3
Smartphone,2.8,Dead,Recycle,29,28,10.4,8457,6
Tablet,0.6,Fair,Refurbish,22,18,13.1,6251,3
Laptop,7.7,Fair,Recycle,50,13,11.5,3125,2
Monitor,4.1,Fair,Refurbish,63,4,5.8,7094,3
Laptop,11.7,Broken,Recycle,42,10,12.4,7505,5
Laptop,2.7,Good,Recycle,42,8,14.5,6333,3
Tablet,4.5,Good,Refurbish,52,12,3.8,238,6
Tablet,4.6,Fair,Refurbish,32,19,1.6,5046,0
Peripherals,0.6,Broken,Recycle,59,12,6.7,8017,3
Monitor,10.2,Broken,Recycle,43,22,13.3,290,5
Tablet,0.9,Dead,Refurbish,27,28,2.7,6464,10
Smartphone,11.3,Fair,Refurbish,41,2,13.3,1808,0
Monitor,10.8,Excellent,Recycle,52,24,14.9,954,6
Monitor,6.7,Dead,Recycle,46,8,1.3,7032,0
Tablet,6.8,Fair,Recycle,55,28,7.7,1930,9
Monitor,8.0,Fair,Recycle,22,13,5.3,6989,1
Tablet,5.0,Broken,Recycle,41,1,6.2,8475,2
Laptop,7.9,Fair,Recycle,36,3,7.0,8998,2
Peripherals,1.0,Good,Refurbish,63,2,11.2,7779,0
Laptop,1.1,Broken,Recycle,61,23,9.1,5130,7
Tablet,5.8,Broken,Recycle,26,23,14.4,6585,5
Tablet,6.8,Fair,Recycle,43,20,5.3,2676,4
Laptop,10.7,Fair,Recycle,42,28,8.4,3571,9
Smartphone,1.7,Good,Recycle,52,28,12.3,3759,9
Smartphone,10.0,Excellent,Recycle,53,8,5.9,9810,2
Smartphone,2.9,Good,Refurbish,31,3,7.2,5121,1
Tablet,5.0,Good,Refurbish,23,25,10.4,9000,5
Monitor,4.1,Dead,Recycle,49,21,13.0,3786,6
Tablet,5.1,Broken,Recycle,43,29,6.5,941,8
Monitor,2.2,Broken,Recycle,32,15,8.2,8231,4
Laptop,6.3,Fair,Recycle,48,2,14.6,1338,0
Peripherals,9.7,Good,Refurbish,54,25,1.1,4652,11
Monitor,5.6,Dead,Recycle,55,17,7.0,1321,5
Smartphone,6.1,Fair,Recycle,54,27,9.7,1654,6
Tablet,10.3,Good,Recycle,36,24,0.6,3068,7
Laptop,8.6,Fair,Recycle,31,6,9.2,4738,1
Smartphone,6.1,Dead,Recycle,53,28,1.3,6593,10
Laptop,3.5,Dead,Recycle,54,1,12.9,8586,0
Peripherals,10.7,Excellent,Recycle,28,4,12.2,791,0
Tablet,7.1,Dead,Recycle,44,19,1.0,6676,8
Tablet,3.0,Good,Refurbish,19,7,1.2,743,2
Peripherals,3.6,Excellent,Refurbish,39,23,11.4,6524,9
Tablet,9.7,Broken,Recycle,19,22,5.9,6574,5
Monitor,1.0,Dead,Recycle,37,14,8.8,193,4
Laptop,11.9,Fair,Refurbish,61,26,4.4,7894,5
Smartphone,2.0,Fair,Refurbish,34,14,3.0,4274,4
Peripherals,9.7,Broken,Recycle,21,10,4.8,3897,3
Monitor,5.0,Broken,Recycle,31,28,4.1,8409,8
Smartphone,6.2,Dead,Recycle,24,24,7.0,3582,6
Smartphone,10.6,Fair,Recycle,32,7,11.3,5083,0
Peripherals,5.2,Dead,Recycle,47,16,8.5,8129,5
Monitor,6.7,Dead,Recycle,33,4,9.3,5343,0
Smartphone,1.1,Good,Refurbish,57,7,7.3,7517,0
Smartphone,0.5,Broken,Recycle,19,15,5.2,7789,4
Monitor,3.3,Fair,Refurbish,36,17,2.6,3903,5
Tablet,8.3,Fair,Recycle,18,3,5.6,1785,0
Smartphone,1.9,Fair,Refurbish,48,16,10.1,7962,4
Laptop,1.8,Excellent,Refurbish,21,2,11.1,9374,0
Monitor,5.2,Fair,Refurbish,44,7,7.3,523,3
Smartphone,8.0,Dead,Recycle,42,25,9.9,3296,9
Peripherals,8.7,Good,Refurbish,39,16,3.6,6956,3
Laptop,2.6,Fair,Refurbish,60,21,13.0,4479,4
Smartphone,1.4,Dead,Recycle,27,9,13.1,7711,0
Laptop,11.3,Fair,Recycle,50,12,5.1,5685,5
Laptop,3.5,Fair,Refurbish,61,29,8.4,6647,7
Tablet,10.3,Fair,Recycle,47,24,9.3,8560,7
Laptop,10.4,Fair,Recycle,47,1,7.4,7794,0
Tablet,9.4,Fair,Recycle,33,14,13.7,5590,1
Monitor,2.4,Broken,Recycle,26,11,11.2,4383,1
Tablet,10.0,Fair,Recycle,34,18,10.3,398,5
Peripherals,9.3,Broken,Recycle,52,22,8.0,2151,4
Smartphone,7.4,Fair,Recycle,64,5,1.7,5430,5
Monitor,4.4,Good,Recycle,32,15,2.1,3880,5
Monitor,3.5,Broken,Recycle,45,27,4.8,126,7
Peripherals,1.9,Broken,Recycle,37,7,3.6,2087,3
Tablet,6.4,Fair,Recycle,50,25,14.3,1770,4
Smartphone,7.2,Excellent,Recycle,50,14,6.4,7025,2
Tablet,4.6,Good,Refurbish,53,20,13.2,8438,5
Laptop,6.0,Good,Refurbish,30,8,12.4,5925,3
Tablet,4.7,Good,Refurbish,21,4,12.3,3318,0
Monitor,7.9,Broken,Recycle,40,3,3.6,2081,0
Smartphone,10.9,Excellent,Recycle,25,12,7.0,2057,2
Tablet,2.4,Broken,Recycle,30,18,5.1,5287,8
Smartphone,4.9,Good,Refurbish,41,24,14.6,5903,6
Smartphone,2.1,Good,Refurbish,57,15,13.2,5335,1
Laptop,7.7,Fair,Recycle,63,11,4.1,2989,2
Laptop,8.9,Good,Recycle,47,24,5.0,7575,7
Monitor,11.2,Dead,Recycle,47,11,8.2,5721,2
Peripherals,3.7,Excellent,Refurbish,42,12,4.5,7078,7
Smartphone,11.4,Fair,Recycle,50,19,12.5,339,3
Peripherals,1.2,Broken,Recycle,26,17,12.4,2728,5
Monitor,7.4,Fair,Recycle,43,29,11.0,1591,8
Smartphone,1.2,Good,Refurbish,41,6,10.5,7843,0
Smartphone,10.8,Fair,Recycle,50,21,8.4,5783,2
Peripherals,6.6,Broken,Recycle,56,8,5.5,3161,2
Tablet,8.2,Dead,Recycle,42,15,12.6,9500,4
Laptop,10.1,Dead,Refurbish,62,22,13.0,8175,7
Tablet,2.2,Good,Recycle,32,20,1.2,4629,6
Peripherals,0.9,Dead,Refurbish,58,26,6.3,6901,8
Laptop,10.6,Excellent,Recycle,58,10,0.9,2297,3
Tablet,4.1,Excellent,Recycle,23,28,12.7,5450,9
Laptop,2.0,Broken,Recycle,37,15,3.1,7290,5
Smartphone,5.9,Good,Refurbish,61,12,10.3,4944,2
Tablet,7.4,Excellent,Recycle,33,11,5.7,9701,3
Laptop,0.9,Good,Refurbish,38,18,12.3,5318,4
Laptop,3.7,Fair,Refurbish,32,24,7.9,3807,9
Laptop,0.9,Broken,Recycle,56,5,5.2,12,1
Tablet,5.3,Fair,Refurbish,59,12,5.2,4034,4
Monitor,10.8,Good,Recycle,21,24,5.2,5530,5
Tablet,11.8,Fair,Recycle,41,5,11.9,9772,0
Peripherals,7.8,Dead,Recycle,20,22,10.8,3433,5
Tablet,2.4,Broken,Recycle,18,29,5.1,4633,9
Laptop,10.9,Good,Recycle,47,10,7.6,2051,1
Smartphone,6.4,Dead,Recycle,30,14,1.6,3876,5
Tablet,2.3,Broken,Recycle,35,16,12.5,5908,3
Tablet,11.1,Excellent,Recycle,57,5,4.4,6130,4
Laptop,9.2,Excellent,Recycle,28,11,13.4,6427,1
Smartphone,8.9,Good,Recycle,59,19,9.2,1823,6
Smartphone,8.7,Broken,Recycle,46,26,8.7,3430,7
Peripherals,2.8,Good,Refurbish,21,8,2.9,2740,3
Tablet,2.9,Fair,Recycle,42,19,1.5,1788,7
Smartphone,8.4,Excellent,Recycle,53,20,8.5,1952,6
Smartphone,3.0,Dead,Recycle,53,22,7.3,9143,5
Monitor,5.5,Good,Refurbish,61,18,2.2,3420,6
Monitor,9.5,Dead,Recycle,57,23,12.6,3027,5
Smartphone,9.5,Dead,Recycle,45,21,6.5,3101,7
Peripherals,5.7,Excellent,Refurbish,62,12,4.3,5873,5
Smartphone,9.6,Fair,Recycle,25,26,11.9,3588,8
Laptop,10.1,Excellent,Recycle,38,13,13.7,3845,1
Tablet,8.0,Dead,Recycle,52,21,4.9,5737,2
Peripherals,3.1,Fair,Refurbish,61,21,11.8,9339,8
Laptop,3.7,Excellent,Recycle,35,29,10.0,1417,8
Peripherals,4.1,Good,Refurbish,64,29,14.9,3909,7
Laptop,1.8,Fair,Refurbish,42,18,3.5,4745,5
Tablet,3.6,Dead,Recycle,63,27,14.4,2772,3
Tablet,2.9,Broken,Recycle,58,29,5.1,5175,6
Monitor,5.7,Dead,Recycle,22,15,6.5,6275,4
Laptop,10.9,Fair,Recycle,64,15,5.7,2249,5
Monitor,1.7,Excellent,Refurbish,25,12,4.4,3858,6
Laptop,8.8,Dead,Recycle,40,26,10.6,1625,7
Monitor,8.4,Excellent,Recycle,20,9,9.0,2749,3
Tablet,1.6,Dead,Recycle,61,19,4.9,2605,5
Peripherals,11.1,Fair,Recycle,54,12,2.4,1847,3
Monitor,7.0,Excellent,Recycle,48,23,5.1,7207,5
Laptop,4.7,Broken,Recycle,46,5,6.0,8770,0
Laptop,9.2,Dead,Recycle,58,26,6.0,1136,6
Tablet,3.5,Dead,Refurbish,37,26,5.7,3133,7
Laptop,8.5,Good,Recycle,20,21,1.2,1157,5
Smartphone,1.0,Good,Recycle,40,20,7.2,7452,4
Peripherals,10.2,Fair,Recycle,57,10,12.6,9841,1
Monitor,5.7,Fair,Refurbish,38,22,3.1,7275,3
Peripherals,7.8,Broken,Recycle,30,7,2.6,5413,5
Tablet,3.0,Good,Refurbish,25,23,7.3,4372,9
Monitor,8.3,Dead,Recycle,22,11,5.9,5611,5
Monitor,9.4,Fair,Recycle,42,28,8.6,1586,8
Smartphone,5.9,Broken,Recycle,56,8,14.2,2323,1
Tablet,7.6,Fair,Recycle,54,21,11.5,233,6
Laptop,5.7,Fair,Refurbish,58,7,10.5,9457,1
Smartphone,10.8,Dead,Recycle,22,16,6.5,7916,5
Smartphone,6.2,Fair,Recycle,25,28,4.7,31,6
Peripherals,10.2,Dead,Recycle,61,16,8.3,9563,4
Peripherals,9.7,Dead,Recycle,21,14,13.3,8951,3
Peripherals,5.2,Broken,Refurbish,58,15,13.2,3203,3
Smartphone,3.1,Fair,Refurbish,39,20,7.0,5894,7
Laptop,5.2,Excellent,Refurbish,31,9,4.1,1794,5
Monitor,10.0,Excellent,Recycle,36,16,3.8,761,4
Peripherals,3.1,Good,Refurbish,30,16,1.0,4080,4
Laptop,6.5,Good,Recycle,52,5,12.7,281,2
Tablet,9.8,Good,Recycle,21,3,4.3,4071,2
Peripherals,4.6,Good,Refurbish,50,21,5.7,4625,5
Monitor,7.9,Fair,Recycle,39,25,12.2,5978,6
Tablet,3.3,Fair,Refurbish,18,13,2.2,9007,4
Tablet,1.8,Excellent,Refurbish,28,29,7.2,4559,9
Monitor,9.6,Excellent,Recycle,33,27,2.3,1470,11
Peripherals,1.6,Broken,Refurbish,21,8,6.9,3287,1
Smartphone,3.6,Fair,Refurbish,46,17,1.2,4259,6
Monitor,10.3,Fair,Recycle,56,5,8.0,5706,1
Monitor,4.5,Fair,Refurbish,61,6,12.0,510,0
Monitor,11.7,Broken,Recycle,55,29,10.3,7961,11
Tablet,11.8,Fair,Recycle,41,26,7.9,8746,8
Laptop,3.6,Fair,Refurbish,26,29,12.5,6784,9
Smartphone,1.0,Dead,Recycle,25,27,3.8,9498,6
Peripherals,8.6,Broken,Recycle,31,2,12.5,5493,2
Peripherals,5.7,Fair,Refurbish,32,22,4.5,258,6
Laptop,1.7,Fair,Refurbish,39,14,5.8,6588,1
Monitor,8.6,Good,Recycle,54,25,2.4,9416,6
Smartphone,0.9,Fair,Recycle,32,4,2.0,1665,0
Peripherals,10.5,Dead,Recycle,23,3,14.0,9595,0
Peripherals,2.1,Fair,Refurbish,18,9,3.3,1865,1
Monitor,2.0,Dead,Recycle,37,18,5.3,765,7
Laptop,2.5,Fair,Refurbish,58,12,8.2,8256,3
Smartphone,11.5,Dead,Recycle,53,9,5.5,3449,3
Laptop,8.5,Fair,Recycle,19,27,13.1,2705,7
Laptop,9.7,Excellent,Recycle,23,26,13.6,5765,6
Smartphone,5.1,Fair,Refurbish,19,27,5.2,4974,6
Smartphone,4.4,Good,Refurbish,20,27,1.8,195,6
Peripherals,3.2,Excellent,Refurbish,24,18,3.5,1383,3
Peripherals,6.0,Broken,Recycle,37,13,7.4,2435,2
Smartphone,6.8,Good,Recycle,58,27,4.7,1450,11
Tablet,7.8,Broken,Recycle,58,14,7.1,8414,2
Peripherals,3.5,Good,Refurbish,22,10,11.5,7924,4
Tablet,11.4,Good,Recycle,42,3,6.6,7058,0
Smartphone,2.5,Dead,Refurbish,55,29,3.4,7316,7
Peripherals,11.6,Fair,Recycle,35,7,5.7,5628,3
Laptop,0.7,Fair,Refurbish,18,18,11.3,441,6
Smartphone,6.0,Fair,Refurbish,42,16,6.6,9629,2
Monitor,4.3,Fair,Refurbish,34,17,4.1,2367,5
Tablet,5.7,Dead,Recycle,63,25,6.7,4865,9
Smartphone,7.1,Broken,Refurbish,32,6,7.1,9074,3
Smartphone,5.5,Fair,Refurbish,22,25,4.8,7159,5
Peripherals,5.3,Dead,Refurbish,34,12,14.9,450,1
Peripherals,8.9,Good,Recycle,38,19,11.6,7039,2
Peripherals,8.4,Fair,Recycle,40,3,10.5,5198,0
Monitor,10.1,Dead,Recycle,60,26,12.9,8934,6
Peripherals,3.4,Fair,Refurbish,27,28,10.2,7286,8
Smartphone,7.5,Broken,Recycle,34,3,12.0,9736,0
Peripherals,7.2,Broken,Recycle,18,18,6.5,3350,4
Laptop,4.8,Broken,Recycle,54,29,7.8,2829,10
Peripherals,6.1,Dead,Recycle,24,11,1.2,2613,6
Monitor,4.1,Good,Refurbish,29,6,4.6,1915,4
Laptop,2.1,Good,Refurbish,57,19,5.8,7212,8
Smartphone,3.0,Fair,Refurbish,18,5,9.6,9440,0
Smartphone,1.7,Broken,Refurbish,37,13,7.2,527,5
Tablet,8.4,Good,Recycle,61,27,9.3,4819,7
Laptop,8.1,Excellent,Recycle,48,5,10.8,7879,1
Tablet,11.4,Good,Recycle,21,26,1.1,8432,8
Laptop,8.9,Dead,Recycle,43,3,4.2,8556,0
Laptop,1.1,Broken,Recycle,29,19,3.0,1208,6
Monitor,10.7,Fair,Recycle,39,17,3.2,4120,6
Tablet,10.4,Good,Refurbish,18,22,7.8,6476,6
Monitor,5.6,Fair,Refurbish,18,3,11.2,2961,1
Laptop,7.2,Good,Recycle,20,15,4.5,4776,3
Smartphone,11.7,Good,Recycle,29,17,12.5,2417,2
Laptop,6.6,Dead,Recycle,38,13,13.4,1616,0
Monitor,10.9,Dead,Recycle,30,14,5.6,9227,4
Tablet,1.5,Good,Recycle,30,29,10.4,8911,6
Tablet,2.7,Excellent,Refurbish,58,26,2.2,4682,8
Monitor,5.6,Good,Refurbish,35,16,11.3,9165,4
Tablet,7.2,Fair,Recycle,50,25,2.9,6825,5
Peripherals,9.9,Good,Recycle,23,11,10.5,1846,1
Smartphone,11.9,Good,Recycle,42,17,6.6,1371,5
Smartphone,5.0,Good,Recycle,40,5,14.0,1466,0
Smartphone,1.0,Broken,Recycle,41,21,7.2,8882,5
Tablet,9.7,Broken,Recycle,54,15,0.9,87,5
Tablet,7.5,Fair,Recycle,43,18,7.5,2512,4
Laptop,2.8,Fair,Recycle,21,16,12.0,8685,2
Laptop,6.2,Dead,Recycle,55,14,9.9,1245,1
Smartphone,9.0,Dead,Recycle,52,14,14.5,6116,6
Peripherals,9.4,Good,Recycle,28,13,12.7,9333,3
Laptop,6.2,Good,Recycle,53,1,8.1,4231,1
Laptop,4.0,Fair,Recycle,42,6,3.5,977,3
Tablet,11.7,Excellent,Recycle,37,23,0.6,8733,10
Peripherals,8.1,Fair,Recycle,18,11,14.7,6722,2
Smartphone,5.2,Fair,Refurbish,47,11,14.1,9594,0
Laptop,3.7,Fair,Recycle,21,25,4.5,9002,6
Peripherals,8.9,Good,Recycle,40,16,9.8,4507,4
Peripherals,3.3,Fair,Refurbish,52,24,11.1,3492,6
Smartphone,2.5,Dead,Recycle,59,26,8.9,4925,7
Peripherals,6.6,Good,Recycle,39,3,12.7,1133,0
Peripherals,3.8,Broken,Recycle,48,25,1.6,4865,7
Peripherals,7.7,Excellent,Refurbish,18,17,13.5,7769,4
Laptop,1.9,Excellent,Refurbish,21,29,6.2,8760,9
Smartphone,8.0,Fair,Recycle,36,22,7.5,3000,7
Peripherals,3.8,Good,Refurbish,47,29,6.9,9513,7
Peripherals,0.5,Excellent,Recycle,18,14,8.2,7666,4
Laptop,2.0,Good,Refurbish,36,26,9.2,6704,6
Smartphone,11.2,Fair,Refurbish,38,2,10.8,7365,0
Tablet,10.5,Broken,Recycle,39,26,8.1,6632,7
Laptop,3.2,Good,Refurbish,19,25,10.4,1767,4
Smartphone,9.5,Broken,Recycle,23,9,5.4,2074,3
Peripherals,7.5,Good,Recycle,38,8,14.1,1141,2
Smartphone,11.7,Fair,Recycle,50,29,1.4,1077,8
Smartphone,4.8,Fair,Refurbish,36,11,8.4,4599,5
Smartphone,8.3,Broken,Recycle,44,7,1.8,6120,2
Tablet,1.2,Dead,Recycle,54,22,6.9,8343,7
Smartphone,5.1,Dead,Recycle,46,2,4.2,4832,0
Tablet,11.6,Excellent,Recycle,45,4,14.1,8670,3
Peripherals,6.7,Dead,Recycle,51,26,0.7,1685,7
Tablet,3.8,Excellent,Refurbish,18,23,6.2,3491,7
Peripherals,1.9,Dead,Recycle,42,14,11.8,1371,2
Peripherals,8.6,Good,Recycle,38,13,3.2,5459,4
Tablet,7.9,Fair,Recycle,51,22,12.3,3423,5
Laptop,4.8,Excellent,Refurbish,43,25,13.0,9888,5
Monitor,11.4,Good,Recycle,53,13,10.8,3976,2
Smartphone,0.8,Broken,Recycle,52,13,3.5,1398,4
Monitor,4.0,Dead,Recycle,40,5,4.4,5361,2
Smartphone,11.1,Fair,Recycle,34,28,2.9,1401,9
Smartphone,4.2,Broken,Recycle,64,12,3.2,9900,5
Peripherals,3.4,Broken,Recycle,59,6,1.0,1412,4
Smartphone,6.6,Good,Recycle,29,26,12.9,6430,7
Smartphone,10.0,Excellent,Recycle,61,22,8.2,3230,6
Tablet,1.7,Excellent,Refurbish,37,14,5.3,7521,4
Monitor,11.3,Fair,Recycle,56,8,4.7,5849,0
Tablet,9.6,Good,Recycle,44,24,8.4,6056,7
Smartphone,2.6,Excellent,Refurbish,59,22,5.2,4722,8
Peripherals,8.7,Good,Recycle,54,8,13.0,8109,0
Tablet,4.9,Good,Recycle,37,7,3.6,1264,1
Tablet,5.1,Dead,Recycle,28,17,13.3,2259,5
Laptop,9.5,Good,Recycle,45,21,10.1,362,8
Smartphone,11.6,Fair,Recycle,19,11,14.4,6276,0
Peripherals,2.0,Fair,Refurbish,41,26,0.7,9724,12
Tablet,5.3,Fair,Refurbish,33,10,1.4,6420,4
Tablet,6.0,Excellent,Refurbish,29,13,7.8,5384,5
Peripherals,4.8,Good,Refurbish,33,10,13.7,6748,1
Smartphone,4.7,Excellent,Refurbish,53,21,11.1,9575,5
Laptop,1.1,Fair,Refurbish,19,26,9.5,7831,8
Tablet,8.4,Good,Recycle,42,14,1.0,666,4
Laptop,5.5,Fair,Refurbish,46,9,5.6,2812,5
Monitor,2.7,Broken,Recycle,45,7,5.5,2475,2
Smartphone,9.9,Fair,Recycle,27,7,8.4,6973,1
Monitor,9.7,Fair,Refurbish,62,26,4.2,3100,6
Monitor,6.1,Fair,Recycle,40,18,4.4,3401,6
Monitor,3.9,Broken,Recycle,49,16,9.5,5015,4
Smartphone,7.8,Good,Recycle,48,8,14.2,2551,0
Smartphone,3.8,Broken,Refurbish,36,16,10.1,2151,4
Peripherals,3.2,Broken,Recycle,32,19,10.2,6637,5
Laptop,8.9,Fair,Recycle,50,15,14.8,387,2
Laptop,1.0,Good,Refurbish,34,25,2.7,5864,9
Peripherals,1.6,Fair,Refurbish,53,15,1.0,3161,5
Peripherals,0.6,Excellent,Refurbish,37,6,11.3,2380,0
Monitor,2.3,Excellent,Recycle,26,9,6.9,8568,1
Peripherals,1.3,Good,Recycle,55,15,6.7,4335,4
Tablet,12.0,Good,Recycle,20,25,3.8,1280,5
Laptop,3.8,Fair,Refurbish,19,7,7.8,743,4
Peripherals,2.2,Broken,Recycle,35,26,6.9,7356,9
Tablet,3.3,Good,Recycle,40,28,5.5,3486,7
Tablet,11.3,Dead,Recycle,36,8,6.9,8023,0
Tablet,6.5,Dead,Recycle,24,18,6.1,1068,7
Tablet,4.7,Dead,Refurbish,52,21,14.1,9200,4
Monitor,10.5,Broken,Recycle,37,16,14.7,6971,3
Tablet,5.0,Fair,Refurbish,37,15,12.7,7526,3
Monitor,4.4,Excellent,Refurbish,36,3,14.9,8534,0
Monitor,2.9,Fair,Refurbish,58,1,4.4,630,2
Tablet,4.8,Fair,Refurbish,33,13,12.7,297,3
Laptop,4.1,Broken,Recycle,55,22,6.4,8148,6
Tablet,8.3,Dead,Recycle,38,29,11.3,8889,4
Tablet,3.8,Fair,Refurbish,46,12,3.4,5316,5
Tablet,7.1,Good,Recycle,61,9,12.3,1505,2
Laptop,1.3,Good,Refurbish,55,2,1.7,2825,1
Smartphone,2.7,Excellent,Refurbish,62,9,4.4,8570,4
Smartphone,5.2,Fair,Refurbish,41,8,12.4,8897,3
Monitor,11.3,Fair,Refurbish,54,27,11.3,2414,7
Monitor,4.8,Broken,Recycle,46,25,7.8,5656,5
Laptop,8.1,Fair,Recycle,48,5,10.3,8962,0
Peripherals,3.4,Dead,Recycle,62,13,3.2,9286,3
Smartphone,2.0,Fair,Refurbish,56,2,10.2,5147,0
Monitor,1.2,Broken,Recycle,29,10,0.6,4444,5
Smartphone,4.0,Good,Refurbish,47,26,12.6,7547,7
Laptop,2.3,Dead,Recycle,21,6,8.0,9423,1
Laptop,2.5,Broken,Recycle,47,7,14.2,1446,1
Peripherals,9.2,Good,Recycle,22,3,7.4,2402,0
Peripherals,0.7,Good,Recycle,33,14,6.8,5642,5
Laptop,6.9,Dead,Recycle,44,16,7.0,1826,5
Monitor,4.9,Excellent,Refurbish,21,6,5.7,7918,2
Smartphone,6.3,Fair,Recycle,25,22,2.9,3847,8
Tablet,7.0,Good,Recycle,25,8,12.7,1092,1
Peripherals,4.1,Broken,Recycle,34,1,6.1,4677,0
Tablet,3.9,Broken,Recycle,63,20,8.2,1720,4
Monitor,8.9,Fair,Recycle,61,15,0.8,882,7
Peripherals,10.5,Fair,Recycle,20,17,1.4,123,5
Tablet,2.7,Dead,Recycle,44,24,9.2,3490,5
Monitor,1.6,Broken,Recycle,51,18,13.2,5797,4
Smartphone,10.8,Dead,Recycle,62,24,7.7,602,8
Monitor,4.5,Fair,Recycle,38,3,2.9,3831,2
Peripherals,6.8,Good,Recycle,60,24,2.2,5460,10
Laptop,4.6,Fair,Refurbish,41,6,13.5,8496,1
Smartphone,1.9,Broken,Recycle,61,17,10.7,6946,5
Tablet,7.3,Good,Recycle,58,23,14.5,3228,5
Peripherals,6.5,Good,Recycle,46,13,1.7,9443,2
Laptop,2.8,Excellent,Recycle,56,23,13.6,9128,5
Monitor,5.7,Fair,Refurbish,23,22,12.8,6508,5
Laptop,9.7,Broken,Recycle,31,17,13.5,2313,4
Peripherals,7.3,Excellent,Recycle,31,21,0.6,3289,8
Peripherals,1.6,Broken,Recycle,54,16,11.3,6996,4
Laptop,6.8,Dead,Recycle,41,17,8.5,4844,6
Monitor,8.6,Good,Recycle,30,1,8.8,2198,0
Laptop,9.6,Broken,Recycle,18,16,7.3,8877,6
Peripherals,7.7,Dead,Recycle,29,6,11.3,4235,2
Peripherals,2.3,Dead,Recycle,59,8,15.0,8246,0
Tablet,8.7,Good,Recycle,41,1,10.8,3212,0
Tablet,8.3,Good,Recycle,54,2,10.3,4169,0
Smartphone,0.8,Good,Recycle,37,15,10.0,3206,1
Peripherals,5.2,Broken,Recycle,23,5,10.6,641,3
Tablet,4.3,Broken,Recycle,29,24,5.5,4839,12
Laptop,8.2,Broken,Recycle,38,27,5.1,6169,8
Monitor,3.0,Good,Recycle,20,20,11.9,7655,4
Laptop,7.3,Good,Recycle,44,15,1.3,61,8
Monitor,11.0,Fair,Recycle,63,21,11.5,1223,6
Tablet,9.7,Fair,Recycle,53,10,12.3,492,0
Smartphone,11.1,Broken,Recycle,34,5,8.1,6822,0
Laptop,11.8,Fair,Recycle,63,3,13.7,6611,0
Laptop,0.6,Good,Refurbish,32,6,7.4,1139,2
Laptop,7.7,Good,Recycle,56,21,3.1,5490,8
Monitor,5.2,Good,Refurbish,21,15,5.7,6794,5
Tablet,10.4,Good,Recycle,34,18,13.6,1255,2
Laptop,3.4,Excellent,Recycle,55,14,14.9,2495,1
Laptop,11.8,Good,Recycle,28,10,6.6,3285,1
Smartphone,7.6,Excellent,Recycle,29,4,2.9,2255,2
Smartphone,9.6,Good,Recycle,64,11,4.7,9193,3
Tablet,1.5,Broken,Recycle,49,20,8.5,1125,5
Tablet,2.6,Good,Refurbish,44,7,8.8,3881,1
Peripherals,9.2,Broken,Recycle,61,15,9.6,4105,5
Smartphone,0.8,Broken,Refurbish,60,23,12.6,1146,5
Peripherals,9.9,Fair,Recycle,44,9,10.8,786,1
Monitor,0.7,Dead,Recycle,57,15,4.3,258,3
Peripherals,8.1,Excellent,Recycle,61,26,6.2,3849,6
Laptop,4.7,Broken,Recycle,46,12,12.7,6430,4
Peripherals,7.5,Dead,Recycle,26,18,9.7,6174,3
Tablet,8.5,Dead,Recycle,60,6,2.9,4616,5
Monitor,4.4,Good,Recycle,20,18,5.2,8180,6
